City_ID,City,Max Temp,Weather Description,Lat,Lng,Hotel Name
439,longyan,22.47,overcast clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
440,pemberton,24.0,scattered clouds,50.3164,-122.8027,Pemberton Valley Lodge
441,anori,31.28,broken clouds,-3.7728,-61.6442,Novo Hotel 05 Irmaos
442,hershey,25.72,overcast clouds,40.2859,-76.6503,Days Inn by Wyndham Hershey
445,stokmarknes,18.54,scattered clouds,68.5646,14.9108,Vesterålen Kysthotell
446,fuengirola,24.82,clear sky,36.54,-4.6247,Hotel Las Palmeras
447,nyurba,13.34,broken clouds,63.2842,118.3319,Gostinitsa Alrosa
448,porto novo,27.4,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
449,ambanja,22.3,scattered clouds,-13.6833,48.45,Hotel Salama and Fast Food
450,taos,23.64,clear sky,36.4072,-105.5731,El Monte Sagrado
451,barth,19.24,scattered clouds,54.3635,12.7249,gut-Hotel Pommernhotel Barth
452,duiwelskloof,11.28,clear sky,-23.6934,30.14,Silvermist Guesthouse
453,pacific grove,27.67,broken clouds,36.6177,-121.9166,Lovers Point Inn
454,morwell,11.89,overcast clouds,-38.2333,146.4,Morwell Motel
456,bergen,21.15,clear sky,60.391999999999996,5.327999999999999,Clarion Collection Hotel Havnekontoret
457,ilebo,23.84,broken clouds,-4.3167,20.5833,Hôtel BUMAK
458,duluth,25.86,clear sky,46.7833,-92.1066,South Pier Inn
460,kralendijk,26.74,overcast clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
461,mullingar,16.63,overcast clouds,53.5333,-7.35,Annebrook House Hotel
463,zalalovo,18.43,overcast clouds,46.848,16.5875,Sabaria Vadása Panzió
464,krasnoyarka,14.97,clear sky,55.3333,73.1167,"Country Complex ""Tsaritsyno"""
466,shenjiamen,21.95,overcast clouds,29.9576,122.29799999999999,Jinjiang Inn Zhoushan Putuo Shenjiamen
467,klaksvik,10.51,overcast clouds,62.2266,-6.5889999999999995,Airbnb rooms
469,garowe,28.82,overcast clouds,8.4054,48.4845,Curubo Hotel
470,zadar,19.8,clear sky,44.1197,15.2422,Hotel Kolovare
471,maracas,23.47,overcast clouds,-13.4411,-40.4308,Pousada Vale Aprazível
472,shimoda,18.98,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
473,daru,25.35,overcast clouds,-9.0763,143.2092,Daru Lodge
474,tutoia,30.99,overcast clouds,-2.7619,-42.2744,Pousada Guará's
477,ilheus,26.3,clear sky,-14.7889,-39.0494,Barravento Hotel
478,turochak,12.68,overcast clouds,52.2576,87.1224,"Usad'ba ""Lebed'"""
479,san,36.83,overcast clouds,13.3034,-4.8956,Hôtel Teriya
480,bireun,25.54,overcast clouds,5.202999999999999,96.7009,Rumah Bp.AR. ISMAIL
482,chicama,23.7,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
483,wukari,27.98,clear sky,7.85,9.7833,Elimtop
484,nainpur,29.92,overcast clouds,22.4333,80.1167,Railway Rest House
485,ende,24.89,scattered clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
486,alofi,25.46,light rain,-19.0595,-169.9187,Taloa Heights
487,lethem,29.45,broken clouds,3.3803,-59.7968,Savannah Inn
491,bose,19.3,broken clouds,45.4612,8.0137,Locanda Borgo Antico
492,kashary,15.68,overcast clouds,49.04,41.0056,Гостиница N 1
493,macapa,29.23,few clouds,0.0389,-51.0664,Atalanta Hotel
495,karatau,23.61,clear sky,43.1667,70.4667,Gor.bol'nitsa
496,souillac,24.64,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
497,vila velha,27.76,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
498,kenai,15.01,broken clouds,60.5544,-151.2583,Aspen Extended Stay Suites
499,sao jose do rio pardo,27.94,broken clouds,-21.5956,-46.8886,Hotel Paulista
501,mehriz,30.96,clear sky,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
502,shakhtinsk,16.31,overcast clouds,49.71,72.5872,Orifleym
503,praia,24.3,few clouds,14.9215,-23.5087,LT Aparthotel
504,bronnoysund,24.29,clear sky,65.4625,12.1997,Corner Hotel
505,niihama,16.34,overcast clouds,33.9593,133.3167,スーパーホテル新居浜
507,liverpool,22.97,light rain,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
509,bintulu,25.55,overcast clouds,3.1667,113.0333,900 Boutique INN
511,puquio,18.46,broken clouds,-14.7,-74.1333,Hostal Jousef
512,pimenta bueno,32.02,clear sky,-11.6725,-61.1936,Cristalina Palace Hotel
514,asyut,30.0,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
515,colares,17.96,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
516,derzhavinsk,20.63,light rain,51.1,66.3167,Ooo.khim Baza
517,san ramon,26.08,few clouds,37.7799,-121.978,San Ramon Marriott
518,ormara,29.14,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
519,bilibino,12.77,clear sky,68.0546,166.4372,Gostinitsa Severyanka
521,jiayuguan,13.31,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
522,santa cruz de la palma,22.08,scattered clouds,28.6835,-17.7642,H10 Taburiente Playa
523,loiza,31.01,overcast clouds,18.4313,-65.8802,Malibu Beachfront
524,asvanyraro,18.2,broken clouds,47.8273,17.4942,Orchidea Hotel Lipót
525,jam sahib,31.01,clear sky,26.2958,68.6292,Al Madina
526,sarangani,28.2,scattered clouds,5.4033,125.4636,Ballistic Islet
527,coquimbo,19.86,clear sky,-29.9533,-71.3436,Punto de encuentro
528,hasaki,17.94,clear sky,35.7333,140.8333,Hotel Sunrise Choshi
529,ukiah,35.57,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
530,san cristobal,27.59,broken clouds,7.7669,-72.225,Posada Villaven C.A.
531,ongandjera,19.61,overcast clouds,-17.8833,15.0667,Onesto Guesthouse
532,barreirinhas,28.45,scattered clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
535,mysliborz,15.21,overcast clouds,52.9238,14.8679,Villa Adria
536,inirida,28.74,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
537,caranavi,26.49,scattered clouds,-15.8167,-67.55,Hotel Landivar
538,basco,29.23,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
539,rovaniemi,21.67,clear sky,66.5,25.7167,Arctic City Hotel
540,santa cruz,30.21,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
542,malinovoye ozero,21.0,broken clouds,51.6753,79.7825,"Kemping ""Malinovoye Ozero"""
543,campbell river,21.81,overcast clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
545,morant bay,29.79,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
546,forbes,13.29,moderate rain,-33.3833,148.0167,Lake Forbes Motel
547,san vicente,19.89,broken clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
548,vardo,15.99,clear sky,70.3705,31.1107,Vardø Hotel AS
549,moose factory,22.51,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
550,el reno,23.91,scattered clouds,35.5323,-97.955,"Home2 Suites by Hilto El Reno, Ok."
551,abengourou,28.29,overcast clouds,6.7297,-3.4964,Hotel des Princes
553,kijang,19.14,overcast clouds,35.2442,129.2139,Samyang Beach Villa
554,kulhudhuffushi,28.25,overcast clouds,6.6221,73.07,Haajy Guest House 1
555,waldoboro,28.5,overcast clouds,44.0954,-69.3756,Le Vatout Bed & Breakfast
556,luena,14.91,broken clouds,-11.7833,19.9167,Hotel Kandamba
557,kirando,23.47,broken clouds,-7.4167,30.6,Lakeshore Lodge
559,taksimo,11.58,overcast clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
560,jardim,32.98,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
562,vila franca do campo,17.23,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
563,merrill,24.87,overcast clouds,45.1805,-89.6835,Prairie Motel
564,dawei,26.7,broken clouds,14.0833,98.2,Hotel Dawei
565,dhule,30.25,broken clouds,20.9,74.7833,Hotel Dwarkamai
566,omalur,28.66,moderate rain,11.741,78.0456,Anbu mess
567,lively,22.99,overcast clouds,46.4334,-81.1498,Lively Inn and Suites - Sudbury
568,kannur,26.66,few clouds,11.8675,75.3576,Asokam Beach Resort and Ayurveda Chikitsa Kendram
569,horn lake,28.49,broken clouds,34.9554,-90.0348,"Hilton Garden Inn Memphis/Southaven, MS"
570,praia da vitoria,15.66,scattered clouds,38.7333,-27.0667,Hotel Branco I
571,dalby,12.77,light rain,-27.1833,151.2667,Kobbers Motor Inn Dalby
572,marawi,19.8,overcast clouds,7.9986,124.2928,Derogongan Residence
574,kaeo,11.85,overcast clouds,-35.1,173.7833,Bushido Lodge
575,mehamn,16.95,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
576,sergeyevka,14.08,clear sky,53.88,67.4158,Amina
577,flin flon,28.46,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
579,arlit,36.33,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
580,lakhdenpokhya,11.35,scattered clouds,61.5198,30.1992,Rauhala Place
581,pozo colorado,32.1,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
582,dezhou,20.85,overcast clouds,37.4486,116.2925,Zhongtai International Hotel
583,zdvinsk,12.24,clear sky,54.7021,78.661,Hotel Siberia
585,zhangjiakou,12.1,overcast clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
586,rocha,13.51,few clouds,-34.4833,-54.3333,Beleza Pura B&B
588,loukhi,15.95,overcast clouds,66.0764,33.0381,Хостел Северяночка
590,mattru,25.45,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
591,brae,11.95,clear sky,60.3964,-1.3530000000000002,Busta House Hotel
593,beira,22.18,heavy intensity rain,-19.8436,34.8389,Beira Terrace Hotel
595,puerto el triunfo,32.09,scattered clouds,13.2833,-88.55,Hotel Jardin
596,kloulklubed,28.27,broken clouds,7.0419,134.2556,Storyboard Beach Resort
597,carupano,28.74,scattered clouds,10.6678,-63.2585,Hotel La dorada
598,atambua,21.46,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
599,likasi,17.64,overcast clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
600,matara,26.43,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
601,skibbereen,14.89,broken clouds,51.55,-9.2667,The West Cork Hotel
602,kisangani,22.7,overcast clouds,0.5167,25.2,Grand Ramela Hotel
604,ewa beach,27.79,overcast clouds,21.3156,-158.0072,Uncle Junior Robert
605,inhambane,20.69,light rain,-23.865,35.3833,Oceano
607,ordynskoye,15.75,light rain,54.3656,81.8994,Lunevka
608,pathein,27.72,clear sky,16.7833,94.7333,New Pammawaddy Hotel
609,bouar,18.76,scattered clouds,5.934,15.595999999999998,Motel de l'UNITE
610,sumenep,26.35,overcast clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
611,dzilam gonzalez,30.48,broken clouds,21.2833,-88.9333,posadas
612,hovd,16.91,broken clouds,48.0056,91.6419,Hotel Khovd
613,kuala terengganu,26.57,broken clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
614,whitefish,28.83,clear sky,48.4111,-114.3376,Best Western Rocky Mountain Lodge
615,triunfo,23.1,overcast clouds,-29.9433,-51.7181,Ilha das Pedras de Triunfo Hotel/RS
616,vila praia de ancora,17.49,overcast clouds,41.81100000000001,-8.8526,Hotel Meira
618,great yarmouth,18.14,scattered clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
619,calama,23.11,scattered clouds,-22.4667,-68.9333,Diego De Almagro Calama
621,marsa matruh,20.53,clear sky,31.3525,27.2453,Beau Site
622,melfort,27.05,broken clouds,52.8667,-104.6177,Carra Valla Inn
624,omboue,24.73,overcast clouds,-1.5746,9.2618,Hotel Olako
625,dongying,20.83,light rain,37.4564,118.4856,Wanda Realm
626,peruibe,24.16,clear sky,-24.32,-46.9983,Hotel Pousada Xapuri
627,wajima,17.87,few clouds,37.4,136.9,Wajiima Onsen Yashio
628,the valley,29.34,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
629,san juan,27.07,clear sky,-31.5375,-68.5364,Hotel Provincial
630,meadow lake,27.22,scattered clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
631,khetia,32.37,overcast clouds,21.6667,74.5833,Mastana Hotel
632,salinopolis,28.53,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
633,east liverpool,21.73,overcast clouds,40.6187,-80.5773,"Holiday Inn Express Newell-Chester WV, an IHG Hotel"
634,half moon bay,26.0,broken clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
635,shillong,17.05,broken clouds,25.5689,91.8831,Cafe Shillong Bed and Breakfast
637,shelburne,24.04,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
638,mao,21.31,few clouds,39.8885,4.2658,ARTIEM Capri
640,kindu,21.36,light rain,-2.95,25.95,Résidence Okanda
641,saint-joseph,23.21,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
642,maragogi,26.25,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
643,vaxjo,17.67,clear sky,56.8777,14.8091,Elite Stadshotellet Vaxjo
645,guane,28.31,broken clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
646,nuevo progreso,30.52,light rain,23.1667,-97.95,Balneario Rio el Paraiso
649,garh maharaja,32.85,clear sky,30.8339,71.9053,Zaki Pansar Shop
650,police,20.22,overcast clouds,53.5521,14.5718,Hotel Dobosz
651,ishigaki,28.16,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
653,uzhhorod,13.6,overcast clouds,48.6167,22.3,Atlant
654,lompoc,30.56,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
655,sarkand,22.49,overcast clouds,45.41,79.9186,Гостиница Сарканд
657,lata,17.8,overcast clouds,40.1629,-8.3327,Casa Maquia
658,cap malheureux,24.7,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
659,binghamton,20.77,overcast clouds,42.0987,-75.918,Nuru Binghamton Downtown
661,hirara,27.69,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
662,maningrida,21.1,scattered clouds,-12.0667,134.2667,Dhukurrdji Lodge
663,tumut,10.42,light rain,-35.3,148.2167,Amaroo Motel
664,yambio,20.65,moderate rain,4.5721,28.3955,Naivasha Hotel
666,miraflores,24.36,overcast clouds,19.2167,-98.8083,Hotel Mansión
667,iquique,18.88,overcast clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
668,qui nhon,28.19,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
669,baculin,25.64,broken clouds,7.4525,126.5842,Shovy's Cove
670,foso,25.06,overcast clouds,5.7012,-1.2866,Pristina Cottage
672,baoding,18.92,overcast clouds,38.8511,115.4903,Xiu Lan Hotel
673,portmore,29.98,scattered clouds,17.9702,-76.8672,Salmon Way Inn
674,calamar,28.72,overcast clouds,10.2511,-74.9146,Hostal Katyalex
675,abashiri,10.12,overcast clouds,44.0213,144.2697,Tōyoko Inn Hokkaidō Okhotsk Abashiri Ekimae
676,seydi,34.03,clear sky,39.4816,62.9137,Seydi oteli
680,kapoeta,26.26,light rain,4.7717,33.5903,Eastgate Hotel
681,lasa,17.95,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
682,rawlins,22.94,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
683,seoul,18.69,light rain,37.5683,126.9778,Lotte Hotel Seoul
684,tallahassee,32.7,overcast clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
685,narsingdi,29.01,broken clouds,23.9208,90.7181,Abdul Kadir Mollah City College Boys Hostel
686,kachug,10.45,clear sky,53.9606,105.8817,"The hotel ""Empire"""
